id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
11630284,Eclectic Retreat with City View Balcony,9800084,Nu,Sant Martí,el Poblenou,41.40142,2.20764,Entire home/apt,143,1,150,2019-07-07,3.87,6,272
11648362,Habitación centro Barcelona,32479280,Alan,Eixample,la Dreta de l'Eixample,41.39796,2.16126,Private room,25,1,0,,,2,0
11648674,Sunny flat in vibrant Gràcia,8586496,Claudia & Alex,Gràcia,la Vila de Gràcia,41.39776,2.15578,Entire home/apt,90,2,106,2019-07-03,2.88,1,333
11649350,Antique flat in central Barcelona,61789155,Jiaxu,Gràcia,la Salut,41.4122,2.15995,Private room,26,3,1,2016-03-30,0.03,1,0
11650503,Habitacion mediana con cama grande,31174143,David,Ciutat Vella,el Raval,41.37621,2.17122,Private room,66,1,91,2019-07-01,2.27,1,314
11650507,Cozy and modern apartment in the heart of Sants,2682192,Cristina,Sants-Montjuïc,Sants - Badal,41.37577,2.12895,Private room,65,1,5,2017-05-17,0.14,1,0
11652533,Spacious room with private bathroom,61427488,Claudia,Sants-Montjuïc,el Poble Sec,41.37294,2.1674,Private room,40,2,218,2019-07-04,5.44,1,70
11660315,"Sunny fantastic Born 3,1",2262273,Rosa,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38512,2.17961,Entire home/apt,125,32,2,2018-12-24,0.06,18,333
11662476,Single Room Barcelona City Center,61108030,Elvira,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,41.40296,2.13777,Private room,33,3,35,2018-09-28,0.92,2,309
11664174,New and cozy penthouse w/ terrace,18728824,Irene,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39851,2.14828,Private room,55,32,2,2016-09-16,0.05,1,0
11664429,LetsGo Barcelona Las Ramblas apartment 5 pax,3972936,Willem,Ciutat Vella,el Raval,41.37996,2.17254,Entire home/apt,113,32,75,2018-10-25,1.93,26,160
11668230,Big Double Room,45679271,Inga,Sarrià-Sant Gervasi,Sarrià,41.39771,2.12226,Private room,30,1,0,,,1,0
11670675,The Bicycle Apartments - Terrace L,55230394,The Bicycle Apartments,Sants-Montjuïc,la Bordeta,41.37065,2.142,Entire home/apt,131,2,6,2019-03-12,0.16,6,255
11671479,Cozy flat with private rooftop,41829664,Elliot,Ciutat Vella,el Raval,41.37716,2.17006,Private room,30,1,0,,,1,0
11671598,The Bicycle Apartments - Balcony L,55230394,The Bicycle Apartments,Sants-Montjuïc,Hostafrancs,41.37295,2.14163,Entire home/apt,121,2,3,2018-11-12,0.12,6,280
11671943,The Bicycle Apartments - Balcony S,55230394,The Bicycle Apartments,Sants-Montjuïc,la Bordeta,41.37076,2.14075,Entire home/apt,111,2,3,2019-06-02,0.09,6,238
11673745,Habitación doble en Barcelona,61986453,Andres,Nou Barris,la Guineueta,41.43844,2.16707,Private room,20,1,0,,,1,0
11675830,habitacion privada comoda,9482414,Katherine,Sant Andreu,Navas,41.41606,2.18909,Private room,25,4,43,2019-06-20,1.17,2,59
11685001,Lovely bedroom in central Gotic,14625850,Hannah,Ciutat Vella,el Barri Gòtic,41.38285,2.17946,Private room,50,1,0,,,1,0
11685016,Lovely vintage flat in Poblenou. Near the beach.,62075195,Mariona,Sant Martí,el Poblenou,41.40347,2.20724,Entire home/apt,95,1,124,2019-07-06,4.03,1,299
11692622,Habitación céntrica,54357534,Natali,Sants-Montjuïc,el Poble Sec,41.37457,2.1593,Private room,52,1,95,2019-06-30,2.43,1,332
11697542,Suite with private bathroom Rambla,3972894,Elias,Ciutat Vella,el Raval,41.3786,2.17433,Private room,55,2,91,2019-06-29,2.31,1,296
11702390,Ensuite Room-B&B with 400m2 Terrace,5796387,Jürgen,Eixample,la Dreta de l'Eixample,41.39358,2.15916,Private room,90,1,82,2019-06-16,2.07,5,297
11706272,Habitación Individual amueblada,39708491,Andrea,Sant Martí,el Camp de l'Arpa del Clot,41.41417,2.18186,Private room,30,3,6,2017-10-20,0.23,3,343
11707497,Beautiful room in big modern flat,62213187,Maximilian,Eixample,la Dreta de l'Eixample,41.39418,2.1602,Private room,35,1,1,2016-03-28,0.03,1,0
11719508,Estupenda hab. grande y luminosa!,62316678,Ezequiel,Sant Martí,Sant Martí de Provençals,41.41974,2.19924,Private room,36,2,226,2019-07-10,5.69,1,245
11728465,Friendly studio in Born,8635649,Marc,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38481,2.18399,Entire home/apt,150,1,120,2019-06-20,3.20,1,269
11730685,Central big flat in Gracia Dt.3 bedrooms 2 balcony,3038266,Ingrid,Gràcia,la Vila de Gràcia,41.40561,2.15781,Entire home/apt,85,3,96,2019-07-08,2.39,4,38
11733070,Cozy 3 Bedroom Apartment,4897883,Simona,Sants-Montjuïc,el Poble Sec,41.37283,2.16699,Entire home/apt,125,4,94,2019-07-03,2.35,8,258
11737208,Sants Estación Robrenyo 33  1A,17532317,Hospitality Apartment Management Sl,Sants-Montjuïc,Sants,41.38189,2.13732,Entire home/apt,75,1,161,2019-06-21,4.07,9,267
11737613,Private room single bed,61928398,Hanni,Eixample,el Fort Pienc,41.39561,2.18413,Private room,10,1,0,,,1,0
11738921,Bright and independent room,12858721,Ricardo,Eixample,l'Antiga Esquerra de l'Eixample,41.38436,2.15934,Private room,35,3,35,2019-07-02,0.93,3,307
11745779,Prime location on Provenca,23992171,Kristen,Eixample,la Dreta de l'Eixample,41.39254,2.15909,Private room,30,2,1,2016-06-22,0.03,1,0
11747655,Habitación doble muy centrica en El Raval,62503672,Antonia,Ciutat Vella,el Raval,41.37697,2.16925,Private room,30,1,7,2017-09-01,0.20,2,11
11747722,NICE NEW BRAND FLAT. CENTER BCN (2),8621770,Cyril And Olivia,Ciutat Vella,el Raval,41.38027,2.16442,Entire home/apt,48,120,13,2019-03-07,0.33,2,162
11751396,Zimmer in Zentraler Familienwohnung,37862782,Sandra,Eixample,Sant Antoni,41.37525,2.15622,Private room,30,3,3,2016-08-19,0.08,1,0
11753283,Cozy&Central&Well equipped up to 4,4006184,Vanesa And Daniel,Eixample,la Dreta de l'Eixample,41.39646,2.17717,Entire home/apt,80,1,162,2019-07-08,4.04,16,141
11755206,L'AUDITORI,56855891,Ancry,Eixample,el Fort Pienc,41.39858,2.18477,Entire home/apt,60,1,184,2019-07-07,4.62,3,56
11762804,Apartamento para dos en el Centro,5843487,Rosario/Diana,Ciutat Vella,el Barri Gòtic,41.38546,2.17547,Entire home/apt,52,32,14,2018-12-31,0.36,12,253
11765222,"2 large bedrooms, sunny - ATU 35",1275637,Jerome & Co,Eixample,la Sagrada Família,41.41078,2.17691,Entire home/apt,100,3,105,2019-07-03,2.67,28,102
11765354,Cozy double room in Gracia,11992113,Alex,Gràcia,la Vila de Gràcia,41.40565,2.16154,Private room,24,1,3,2016-08-20,0.08,1,0
11766835,Charming Room in Sant Marti,60973800,Raúl Alfonso,Sant Martí,la Verneda i la Pau,41.42337,2.19889,Private room,20,4,20,2019-06-24,0.51,2,216
11767366,charming cozy room,62633302,Ying,Eixample,la Nova Esquerra de l'Eixample,41.38142,2.14783,Private room,48,1,35,2017-10-09,0.89,2,0
11781693,HABITACION DOBLE BARCELONA,20885212,Mickael  Y Dayana,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3903,2.18208,Private room,47,3,33,2019-03-11,0.89,1,0
11805676,ROOM  CLOSE TO THE BEACH,62874984,Begoña,Sant Martí,la Vila Olímpica del Poblenou,41.39488,2.19633,Private room,50,2,150,2019-07-07,3.78,1,112
11807197,Bonito estudio,10180380,Rosa,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38954,2.17853,Entire home/apt,38,32,0,,,3,290
11808600,eixample 41,43244180,Marc,Eixample,la Dreta de l'Eixample,41.39613,2.16729,Entire home/apt,270,5,5,2018-08-05,0.13,6,6
11814469,SUPER GRACIA P/HOUSE with SAGRADA FAMILIA VIEWS,57235423,Agus & Patrick,Gràcia,la Vila de Gràcia,41.4,2.16091,Entire home/apt,119,2,113,2019-07-07,2.83,1,342
11821313,Nice room  next to the public transport,13147167,M.Dolors,Sant Andreu,Navas,41.41699,2.18803,Private room,40,1,99,2019-07-07,4.04,1,276
11821878,Room to rent in sunny Barcelona,34262691,Ilona,Sant Martí,el Poblenou,41.40546,2.20511,Private room,25,1,0,,,2,0
11830051,HEART OF BARCELONA : BED IN MIXED DORMITORY 2 PERS,41807465,Casa-Barcelo-Hostel,Eixample,l'Antiga Esquerra de l'Eixample,41.39184,2.15401,Shared room,45,1,11,2019-04-16,0.29,12,350
11830886,PRIVATE ROOM FOR 2 PERSONS IN HEART BARCELONA CITY,41807465,Casa-Barcelo-Hostel,Eixample,l'Antiga Esquerra de l'Eixample,41.39141,2.15453,Private room,70,1,6,2019-06-27,0.17,12,361
11835169,"Spacious, bright, central. AC. Rambla Catalunya",5878688,Yaiza,Eixample,la Dreta de l'Eixample,41.39139,2.16424,Entire home/apt,599,2,6,2019-03-24,0.19,54,159
11838406,Airy double with balcony in tranquil city centre,44102530,Lena,Sant Martí,el Camp de l'Arpa del Clot,41.4118,2.18663,Private room,33,31,50,2019-06-04,1.32,1,132
11844326,"Light, external, central, double rm",18587033,Jordan,Sants-Montjuïc,el Poble Sec,41.37378,2.16037,Private room,29,3,0,,,1,0
11855393,Amazing room in the heart of Gracia. Privat WC,54302241,Jo,Gràcia,la Vila de Gràcia,41.40354,2.15996,Private room,79,1,31,2019-06-27,0.85,1,343
11856900,SAGRADA FAMILIA VIEWS,63198399,Sagrada Familia Sun,Eixample,la Sagrada Família,41.40744,2.17183,Entire home/apt,129,2,21,2019-03-02,0.55,2,52
11857023,2-BEDROOM APARTMENT WITH A TERRACE,8130906,Arina,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40497,2.21487,Entire home/apt,295,3,4,2018-06-23,0.14,43,339
11857224,Minimalist Apartment with a Patio in Gràcia,1141201,Ricard,Gràcia,la Vila de Gràcia,41.40093,2.15979,Entire home/apt,75,31,58,2019-05-31,1.49,5,242
11857281,Double room with sunny 20m terrace,63200951,Helena,Sant Martí,el Poblenou,41.39984,2.20149,Private room,45,1,13,2016-12-31,0.34,1,0
11857408,SAGRADA FAMILIA SUN,63198399,Sagrada Familia Sun,Horta-Guinardó,el Baix Guinardó,41.40882,2.16982,Entire home/apt,119,2,11,2019-05-23,0.44,2,69
11862028,Serennia Arc de Triomf 2 bedroom,63229593,Serennia,Eixample,el Fort Pienc,41.39587,2.18089,Entire home/apt,124,3,4,2019-01-07,0.10,12,64
11869596,Room in Barcelona,34262691,Ilona,Sant Martí,el Poblenou,41.40405,2.20499,Private room,40,4,1,2016-07-19,0.03,2,0
11876782,COZY STUDIO IN THE VERY CENTER,7843388,Leyre,Ciutat Vella,el Barri Gòtic,41.38178,2.175,Entire home/apt,30,32,7,2019-02-22,0.21,46,0
11877523,EIXAMPLE 4º Sagrada Familia HUTB-008379,28043451,Anima Apartments,Eixample,la Dreta de l'Eixample,41.39997,2.17279,Entire home/apt,150,2,142,2019-06-15,3.57,13,89
11879723,Nice room in charm apt.,3847135,Andrea,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38561,2.18207,Private room,32,3,3,2016-04-17,0.07,1,0
11880164,Pedrera apartment,1391607,Aline,Eixample,la Dreta de l'Eixample,41.39415,2.15666,Entire home/apt,150,3,17,2019-06-09,0.43,95,308
11881793,DOUBLE ROOM IN APARTMENT WITH TERRACE IN POBLENOU,60486362,Bob,Sant Martí,el Poblenou,41.40324,2.19646,Private room,50,4,2,2019-03-29,0.45,2,121
11882029,Serennia Ramblas-Pl.Catalunya -2 rooms,63229593,Serennia,Eixample,la Dreta de l'Eixample,41.38604,2.16596,Entire home/apt,230,3,2,2018-11-18,0.08,12,165
11884918,Miracle Street Apartment Barcelona,63374052,Theo,Sants-Montjuïc,Sants,41.37642,2.13382,Entire home/apt,85,4,96,2019-07-06,2.50,1,32
11885430,Serennia Ramblas-Pl.Catalunya -3 rooms,63229593,Serennia,Eixample,la Dreta de l'Eixample,41.38695,2.16692,Entire home/apt,280,3,11,2019-06-05,0.29,12,142
11890842,Bonito y cerca de la playa  Close to the beach,38436463,Andrea,Sant Martí,el Poblenou,41.40494,2.20016,Entire home/apt,150,3,70,2019-07-06,1.80,1,290
11895870,"Sagrada Familia, nuevo, con ""patio""",2922864,Ana,Eixample,la Sagrada Família,41.40406,2.17825,Entire home/apt,60,32,8,2019-06-23,0.22,5,325
11897324,COMFORTABLE APARTMENT NEAR BEACH,8130906,Arina,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40407,2.20991,Entire home/apt,270,3,5,2017-08-15,0.14,43,291
11898346,Serennia Comfort I 4 bedrooms apartment,63229593,Serennia,Eixample,la Dreta de l'Eixample,41.38604,2.16525,Entire home/apt,350,3,26,2019-06-26,0.69,12,135
11900748,Marina Puerto Olímpico Playa,1391607,Aline,Eixample,el Fort Pienc,41.39828,2.18376,Entire home/apt,160,3,6,2018-08-18,0.17,95,223
11915448,¡Bright Room!  Flat only shared with the owner : ),50467850,Andres,Eixample,la Dreta de l'Eixample,41.39813,2.17007,Private room,40,2,153,2019-07-07,3.87,1,230
11923685,Blasco de Garay Apartment - Poble Sec,9478280,Pia Hankö,Sants-Montjuïc,el Poble Sec,41.37413,2.1623,Entire home/apt,130,3,15,2018-12-27,0.38,31,139
11930629,Tordera  HUTB-009446,400416,Cens Sl,Gràcia,la Vila de Gràcia,41.402,2.16371,Entire home/apt,55,3,32,2019-05-27,0.81,7,30
11931355,Single Room,63686955,Anabel,Sants-Montjuïc,la Bordeta,41.36687,2.1327,Private room,25,1,0,,,1,0
11935963,Nice room with big futon double/bed,35407241,Julien,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38567,2.17759,Private room,40,1,9,2018-06-18,0.23,2,2
11938945,Piso Eixample con terraza y parking,59290300,Núria,Eixample,la Nova Esquerra de l'Eixample,41.38828,2.14563,Entire home/apt,60,32,16,2019-01-27,0.56,1,307
11942471,Near,63550584,Soyeon,Eixample,la Dreta de l'Eixample,41.39284,2.17388,Private room,15,1,0,,,1,0
11953606,Double room with private bathroom,16022141,Sonia,Nou Barris,Porta,41.43038,2.17935,Private room,38,32,12,2018-07-29,0.31,1,88
11964537,巴塞罗那顺心 sagrada familia,32141262,顺,Eixample,la Sagrada Família,41.40134,2.1744,Private room,28,1,19,2019-05-02,0.52,5,365
11966100,A SMALL ROOM FOR SINGLES,6442713,En,Ciutat Vella,el Raval,41.38265,2.16654,Private room,29,1,22,2019-06-16,0.55,1,1
11967470,charming single room,62633302,Ying,Eixample,la Nova Esquerra de l'Eixample,41.38182,2.14773,Private room,38,1,88,2017-10-24,2.20,2,0
11967944,BEAUTIFUL FLAT. SUNNY. CLOSE TO THE BEACH,15951167,Andrea,Ciutat Vella,el Raval,41.38157,2.17115,Private room,59,1,27,2018-12-31,0.69,1,0
11968269,巴塞罗那顺心家庭旅馆2 sagrada familia,32141262,顺,Eixample,la Sagrada Família,41.40283,2.17268,Private room,40,1,31,2019-06-16,0.80,5,349
11969279,巴塞罗那顺心家庭旅馆3 sagrada familia,32141262,顺,Eixample,la Sagrada Família,41.40298,2.17438,Private room,40,1,34,2019-06-25,0.90,5,334
11970032,Habitación confortable y tranquila,61796638,José,Sant Andreu,Sant Andreu,41.43266,2.18767,Private room,23,1,92,2019-07-08,2.30,1,4
11970504,Luxurious 2Bedroom,36117949,Elena,Eixample,l'Antiga Esquerra de l'Eixample,41.38546,2.15811,Entire home/apt,115,5,80,2019-06-19,2.01,3,62
11970589,C11 · C11 · C11 · C11 · C11 · C11 · C11 · C11 · C11 · C11 · C11 · C11 · C11 · C11 Happy People Sant Pau - 2 bedroom C11,7414663,Happy People,Sant Martí,el Camp de l'Arpa del Clot,41.41378,2.17998,Entire home/apt,145,2,7,2019-01-16,0.21,27,162
11978886,(Double bed room with balcony),12858721,Ricardo,Eixample,l'Antiga Esquerra de l'Eixample,41.38309,2.15912,Private room,35,2,96,2019-07-03,2.55,3,302
11979539,Private Room Near Metro,20859252,Masha,Nou Barris,la Trinitat Nova,41.44974,2.18246,Private room,25,1,80,2019-06-23,2.00,1,0
11982307,Cozy loft Room  in barcelona center,5318907,Marcelo,Ciutat Vella,el Raval,41.37835,2.17049,Private room,60,2,3,2019-06-25,2.31,1,74
11983489,Grande habitación muy cerca Ramblas,39497836,Gautier,Ciutat Vella,el Raval,41.37844,2.17522,Private room,30,2,3,2016-06-27,0.08,1,0
11985841,Apartamento con terraza hasta 6pax,29613208,Francesc,Ciutat Vella,el Raval,41.37486,2.1736,Entire home/apt,135,3,1,2016-05-30,0.03,1,190
11987656,alquilo habitación doble central,64071650,Di,Sant Martí,el Clot,41.40701,2.19082,Private room,28,3,4,2019-04-30,0.10,1,282
11988592,Cozy Apartment in BCN,28419264,Guillem,Sants-Montjuïc,Sants,41.37805,2.13116,Entire home/apt,100,2,71,2019-05-22,1.80,1,102
11990775,céntrica habitación,64099499,Zago,Ciutat Vella,el Raval,41.38127,2.16511,Private room,40,2,107,2019-06-30,2.70,1,295
11994455,Sunny Room in El Gotic,37275246,Anthony,Ciutat Vella,el Barri Gòtic,41.38255,2.17524,Private room,30,3,1,2016-04-18,0.03,1,0
11997102,"Double Room - El Raval, Barcelona",50825390,Juan Pablo,Ciutat Vella,el Raval,41.3809,2.16528,Private room,30,1,1,2016-03-28,0.03,1,0
11997849,Room in Barceloneta,22110879,Renate,Ciutat Vella,la Barceloneta,41.37965,2.18886,Private room,85,32,0,,,2,0
12015817,Nice Single room in plaza espanya,27485706,Lei,Sants-Montjuïc,la Font de la Guatlla,41.36862,2.1422,Private room,29,1,124,2019-05-30,3.43,1,213
12026510,Gótico,12119162,Mark,Ciutat Vella,el Barri Gòtic,41.37899,2.1778,Entire home/apt,68,32,1,2016-08-14,0.03,2,0
12040300,C31 · C31 · C31 · C31 · C31 · C31 · C31 · C31 · C31 · C31 · C31 · C31 · C31 · C31 Happy People Sant Pau - 2 bedroom,7414663,Happy People,Sant Martí,el Camp de l'Arpa del Clot,41.4132,2.1795,Entire home/apt,3000,2,4,2018-05-16,0.12,27,162
12040553,C23 · C23 · C23 · C23 · C23 · C23 · C23 · C23 · C23 · C23 · C23 · C23 · C23 · C23  Happy People Sant Pau - 2 bedroom w/ balcony! · C33,7414663,Happy People,Sant Martí,el Camp de l'Arpa del Clot,41.41236,2.18153,Entire home/apt,155,2,4,2016-10-21,0.12,27,4
12040757,2 blocks from Sagrada Familia,3653608,Silvie,Eixample,la Sagrada Família,41.40751,2.17889,Private room,51,2,183,2019-06-29,4.63,1,21
12049105,Nice and quiet room next to Parque Güell,58958509,Montse,Gràcia,el Coll,41.41986,2.15055,Private room,40,3,54,2019-04-26,1.41,1,0
12060481,Single room close to Sants  station,27413056,Andrea,Sants-Montjuïc,Sants,41.38261,2.13966,Private room,27,1,10,2019-03-17,0.43,1,0
12077799,1 single Room in central Barcelona,64725391,Emilio,Sants-Montjuïc,Sants,41.38097,2.13767,Private room,40,1,35,2019-06-25,0.92,2,348
12082265,Habitación individual 1 persona,42031087,Maria Concha,Ciutat Vella,el Barri Gòtic,41.38355,2.17695,Private room,25,31,20,2019-04-14,0.54,2,187
12083780,Renovated Modern Apartment with Cathedral Views,64763737,Nina,Eixample,la Dreta de l'Eixample,41.39726,2.16963,Entire home/apt,199,4,175,2019-06-27,4.45,3,223
12101199,Room for 2/3 people in the city center,64881916,Michele,Ciutat Vella,el Raval,41.3814,2.16585,Private room,50,2,187,2019-06-26,4.75,1,38
12103608,Exclusive apartment with terrace,14871323,Sito,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39957,2.1447,Entire home/apt,108,31,0,,,1,200
12120371,Beautiful Spacious room next to the metro & beach!,7588828,Niamh,Sant Martí,el Besòs i el Maresme,41.41466,2.21653,Private room,35,1,4,2016-09-04,0.11,1,0
12125552,Romantic Apartment with Terrace (51) HUTB: 004807,17751441,Oswaldo,Eixample,Sant Antoni,41.38381,2.16163,Entire home/apt,199,4,60,2019-06-02,1.55,8,172
12127300,017. Colón Ppal2 Apartment,396363,Oscar And Diego,Ciutat Vella,el Barri Gòtic,41.37699,2.17922,Entire home/apt,117,32,0,,,97,240
12127628,Double bedroom with private bath,3791865,Giuseppe,Gràcia,la Vila de Gràcia,41.39881,2.15464,Private room,50,3,0,,,1,0
12142920,Habitación doble en Sants- luz-,6035247,Paula,Sants-Montjuïc,Sants - Badal,41.37359,2.13039,Private room,40,1,0,,,1,0
12143899,Spacious and sunny apartment for 5,65195536,Gloria,Eixample,la Nova Esquerra de l'Eixample,41.38493,2.14382,Entire home/apt,155,4,116,2019-06-30,2.97,1,271
12145956,COLCHON DOBLE EN EL SALON DE MI APT,20649977,Yolanda,Eixample,la Nova Esquerra de l'Eixample,41.38333,2.1543,Shared room,40,2,2,2016-06-20,0.05,1,0
12146217,Hab.doble luminosa centro Barcelona,11945650,Ursula,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38961,2.17854,Private room,45,1,1,2016-06-03,0.03,1,0
12149536,095. Paseo de Gracia 5 Estrellas B1,396363,Oscar And Diego,Eixample,la Dreta de l'Eixample,41.39413,2.16438,Entire home/apt,127,32,0,,,97,226
12149657,Habitaciones dobles en Sants - Les Corts,65192518,Laura,Sants-Montjuïc,Sants - Badal,41.37255,2.12666,Private room,500,1,0,,,1,364
12150262,096. Paseo de Gracia 5 Estrellas B2,396363,Oscar And Diego,Eixample,la Dreta de l'Eixample,41.39517,2.16323,Entire home/apt,127,32,0,,,97,217
12151474,Cute room in  Barcelona!Near city center,58027452,Silvia,Horta-Guinardó,Horta,41.43609,2.15845,Private room,30,3,36,2018-10-09,0.96,2,323
12153827,Casa Cosi - Creu Coberta,35936647,Casa Cosi,Sants-Montjuïc,Hostafrancs,41.37648,2.146,Entire home/apt,200,1,36,2019-06-10,0.92,15,83
12162251,Beach Apartment with Furnished Terrace,8130906,Arina,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40434,2.21562,Entire home/apt,435,3,22,2019-06-24,0.58,43,84
12162420,Serennia Deluxe 5 bedrooms Apart,63229593,Serennia,Eixample,la Dreta de l'Eixample,41.38699,2.16527,Entire home/apt,368,3,13,2019-05-27,0.52,12,163
12181980,"Functional, a few walking to the beachside!",4258344,Sandra,Sant Martí,el Poblenou,41.39672,2.20096,Entire home/apt,130,2,38,2019-07-06,1.10,4,228
12193773,BCN Rambler 3 HOME,24931874,漫步,Eixample,la Dreta de l'Eixample,41.38992,2.16626,Entire home/apt,150,31,70,2019-02-28,1.77,3,89
12194201,Triple room with balcony,5796387,Jürgen,Eixample,la Dreta de l'Eixample,41.39486,2.1585,Private room,135,1,11,2019-06-02,0.33,5,0
12195382,HABITACION DOBLE PARA PS16,2375577,Erica,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4089,2.16231,Private room,65,1,0,,,1,0
12197695,Charming room + private bathroom,12269605,Marta,Sarrià-Sant Gervasi,el Putxet i el Farró,41.41035,2.14282,Private room,40,2,104,2019-06-30,2.70,1,292
12198065,Parlamento cerca al Forum en Barcelona,33112492,Angelica,Ciutat Vella,el Barri Gòtic,41.38581,2.17252,Private room,250,1,0,,,1,365
12199121,"Classy Cosy Double Bedroom, MWC",57236849,Emilija,Sants-Montjuïc,la Marina de Port,41.35946,2.13657,Private room,22,2,60,2019-07-07,1.52,5,71
12200436,"Lux Double Bedroom, Great Hostess! MWC La Fira!",57236849,Emilija,Sants-Montjuïc,la Marina de Port,41.35766,2.13664,Private room,21,2,62,2019-05-31,1.57,5,68
12202181,"Compact Bedroom, Very Clean, La Fira Congress!",57236849,Emilija,Sants-Montjuïc,la Marina de Port,41.35908,2.1363,Private room,19,3,50,2019-06-26,1.26,5,80
12202980,Quiet sunny double room,1090523,Martin Y Joanna,Sants-Montjuïc,el Poble Sec,41.37169,2.16061,Private room,45,2,0,,,2,0
12204724,Big room with privatbathroom,15705357,Alexia,Eixample,l'Antiga Esquerra de l'Eixample,41.38971,2.15277,Private room,80,1,53,2019-06-12,1.46,6,55
12207845,TETUAN Apartment Very central 3 bed/3 bath Terraza,47347356,Antoni___de La Empresa Dolton C.B.,Eixample,el Fort Pienc,41.39406,2.17816,Entire home/apt,230,3,73,2019-07-10,2.58,3,285
12219001,Eixample center 2 bedrooms wifi,45515449,Sílvia,Eixample,la Dreta de l'Eixample,41.3952,2.17354,Entire home/apt,60,30,1,2018-08-31,0.10,2,365
12224080,Modern apartment in Eixample!,60098138,Sommer,Eixample,la Dreta de l'Eixample,41.39317,2.16081,Private room,40,1,0,,,1,0
12236695,Sants Estación Robrenyo 33  2A,17532317,Hospitality Apartment Management Sl,Sants-Montjuïc,Sants,41.38253,2.13759,Entire home/apt,75,1,158,2019-06-17,4.03,9,165
12248322,"Confortable room, in the center.",21672629,Kévin,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4036,2.1688,Private room,5000,1,1,2016-05-30,0.03,1,365
12256600,Sants Estación Robrenyo 33  1B,17532317,Hospitality Apartment Management Sl,Sants-Montjuïc,Sants,41.38139,2.13783,Entire home/apt,75,1,178,2019-06-25,4.55,9,251
12259520,"Central, with Private Roof Terrace!",5765512,Mehregan,Ciutat Vella,el Raval,41.37905,2.16819,Private room,20,3,11,2017-04-18,0.28,1,0
12259523,Habitacion doble en gracia,25807335,Txus,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40376,2.16257,Private room,49,3,6,2019-02-27,0.21,3,190
12261000,Beautiful room in the heart of town,61057130,Fin,Ciutat Vella,el Barri Gòtic,41.381,2.1764,Private room,50,2,2,2016-08-31,0.06,1,0
12261152,Nice room w/ private bathroom! BCN,8174295,Martha,Eixample,l'Antiga Esquerra de l'Eixample,41.39226,2.15854,Private room,46,31,20,2019-06-02,0.52,2,327
12264951,Bright rooms with great views.,66045682,Brian,Sants-Montjuïc,el Poble Sec,41.37151,2.16554,Private room,25,2,102,2019-07-01,2.59,2,41
12271535,Sunny and cozy room in Barceloneta,44902056,Anya,Ciutat Vella,la Barceloneta,41.37748,2.18927,Private room,33,3,51,2019-07-04,1.31,1,325
12277967,Modern 1 bedroom apartment,59317222,Midtown,Eixample,la Dreta de l'Eixample,41.39216,2.1727,Entire home/apt,220,1,0,,,2,332
12298662,Cozy 2 Bedroom near Plaza Espanya,43565515,Homes In Blue,Eixample,Sant Antoni,41.37711,2.15752,Entire home/apt,5000,2,3,2016-07-17,0.08,43,274
12300633,Kings & Queens of Ramblas: Join Us!,10099226,Jason,Ciutat Vella,el Raval,41.37973,2.17143,Private room,37,1,3,2016-05-24,0.08,2,0
12301376,TWO SISTERS A3,43565515,Homes In Blue,Eixample,Sant Antoni,41.37739,2.15626,Entire home/apt,5000,2,8,2019-06-02,0.21,43,322
12302008,Traditional style 3 bedroom Borne Apartment,686062,Aurora,Ciutat Vella,el Barri Gòtic,41.38595,2.1715,Entire home/apt,277,4,1,2016-06-03,0.03,3,53
12318731,APARTMENT near SAGRADA FAMILIA,3678711,Joan,Horta-Guinardó,el Baix Guinardó,41.41179,2.17286,Entire home/apt,40,1,17,2019-05-22,0.43,8,137
12331263,Private single room in Barcelona city center,2387758,Francesco,Eixample,la Dreta de l'Eixample,41.39669,2.1687,Private room,34,2,29,2018-06-17,0.77,1,78
12331497,1 bed in a 4-bed mixed dorm at Sleep Green Y.H,41933599,Alvand,Eixample,la Dreta de l'Eixample,41.38629,2.16548,Shared room,140,1,0,,,4,256
12331794,1 bed in a 5-bed mixed dorm at Sleep Green Y.H,41933599,Alvand,Eixample,la Dreta de l'Eixample,41.38702,2.16705,Shared room,175,4,0,,,4,256
